incident_id,incident_type,baseline_rank,simulated_rank,rank_change,baseline_score,simulated_score,score_delta,baseline_risk_level,simulated_risk_level,risk_level_changed,baseline_dominant_factors,simulated_dominant_factors,dominant_factors_changed,scenario_name
INC-0021,Multi-stage Attack,1,1,0,90.2,90.2,0.0,CRITICAL,CRITICAL,False,business_impact | asset_importance | severity,business_impact | asset_importance | severity,False,baseline
INC-0025,Malware Infection,77,79,-2,29.95,28.0,-1.95,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0067,Command and Control Event,75,80,-5,30.15,27.93,-2.22,MEDIUM,MEDIUM,False,severity | attack_confidence | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0078,Failed Login Event,78,81,-3,29.9,27.63,-2.27,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,data_protection_focus
INC-0027,Malware Infection,82,82,0,29.65,27.33,-2.32,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,data_protection_focus
INC-0046,Malware Infection,85,83,2,28.85,27.25,-1.6,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0068,Suspicious Email Event,79,84,-5,29.86,27.07,-2.79,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,data_protection_focus
INC-0092,Unauthorized Access Event,88,85,3,28.22,26.97,-1.25,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0051,Suspicious Email Event,92,86,6,27.12,26.97,-0.15,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0083,Suspicious DNS Event,84,87,-3,29.05,26.88,-2.17,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,data_protection_focus
INC-0024,Command and Control Event,86,88,-2,28.34,26.68,-1.66,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0048,Failed Login Event,89,89,0,27.88,26.64,-1.24,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0104,Suspicious Email Event,87,90,-3,28.32,26.44,-1.88,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | asset_importance | data_sensitivity,True,data_protection_focus
INC-0043,Successful Login Event,96,91,5,26.6,26.05,-0.55,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0071,Malware Infection,91,92,-1,27.77,25.99,-1.78,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | data_sensitivity,True,data_protection_focus
INC-0055,Suspicious Email Event,94,93,1,26.68,25.92,-0.76,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0076,Command and Control Event,90,94,-4,27.81,25.87,-1.94,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0084,Port Scan Event,93,95,-2,26.77,25.39,-1.38,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | data_sensitivity,True,data_protection_focus
INC-0023,Malware Infection,98,96,2,26.07,25.32,-0.75,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0029,Port Scan Event,99,97,2,26.02,25.32,-0.7,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0019,Suspicious Email Event,95,98,-3,26.67,24.94,-1.73,MEDIUM,LOW,True,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | data_sensitivity,True,data_protection_focus
INC-0010,Suspicious Email Event,106,99,7,24.37,24.72,0.35,LOW,LOW,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,data_protection_focus
INC-0060,Unauthorized Access Event,100,100,0,25.8,24.55,-1.25,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0102,Command and Control Event,101,101,0,25.7,24.25,-1.45,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0006,Malware Infection,97,102,-5,26.25,24.18,-2.07,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0003,Port Scan Event,102,103,-1,25.68,24.09,-1.59,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0057,Malware Infection,103,104,-1,25.51,24.07,-1.44,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0089,Suspicious Email Event,105,105,0,25.25,23.65,-1.6,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0052,Port Scan Event,104,106,-2,25.36,22.72,-2.64,MEDIUM,LOW,True,asset_importance | attack_confidence | business_impact,attack_confidence | asset_importance | business_impact,True,data_protection_focus
INC-0034,Malware Infection,107,107,0,23.9,22.3,-1.6,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0049,Port Scan Event,108,108,0,22.48,21.54,-0.94,LOW,LOW,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0004,Port Scan Event,110,109,1,22.06,21.37,-0.69,LOW,LOW,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0082,Suspicious Email Event,109,110,-1,22.4,21.33,-1.07,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0014,Port Scan Event,111,111,0,21.55,20.5,-1.05,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0021,Multi-stage Attack,1,1,0,90.2,90.4,0.2,CRITICAL,CRITICAL,False,business_impact | asset_importance | severity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0001,Data Exfiltration,2,2,0,89.5,89.35,-0.15,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0028,Data Exfiltration,3,3,0,86.55,86.2,-0.35,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0058,Multi-stage Attack,4,4,0,85.95,85.75,-0.2,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0042,Malware Infection,9,5,4,76.0,79.3,3.3,CRITICAL,CRITICAL,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0045,DDoS Attack,8,6,2,78.34,78.89,0.55,CRITICAL,CRITICAL,False,asset_importance | severity | business_impact,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0033,Ransomware Outbreak,5,7,-2,79.45,78.15,-1.3,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0012,Multi-stage Attack,7,8,-1,78.84,77.84,-1.0,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0066,Data Exfiltration,6,9,-3,78.85,77.7,-1.15,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0008,Unauthorized Access Event,10,10,0,74.35,77.2,2.85,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0026,Malware Infection,11,11,0,74.3,76.75,2.45,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0073,Successful Login Event,12,12,0,72.6,76.6,4.0,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0031,Failed Login Event,13,13,0,72.3,75.7,3.4,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0017,Suspicious DNS Event,14,14,0,72.05,75.4,3.35,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0054,Suspicious Email Event,16,15,1,71.25,74.8,3.55,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0098,Malware Infection,15,16,-1,71.35,74.35,3.0,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0096,Malware Infection,17,17,0,70.15,73.1,2.95,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0107,Suspicious Email Event,19,18,1,68.1,72.35,4.25,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0059,Command and Control Event,18,19,-1,68.7,71.45,2.75,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0002,Suspicious DNS Event,20,20,0,67.65,71.45,3.8,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0047,Malware Infection,21,21,0,66.9,69.85,2.95,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0099,Port Scan Event,23,22,1,64.8,68.75,3.95,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0110,Port Scan Event,24,23,1,64.7,68.15,3.45,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0050,Malware Infection,22,24,-2,65.25,67.45,2.2,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0011,Suspicious DNS Event,25,25,0,64.35,67.05,2.7,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0069,Port Scan Event,28,26,2,62.0,66.35,4.35,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0037,Unauthorized Access Event,26,27,-1,63.89,66.34,2.45,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0087,Malware Infection,27,28,-1,63.15,66.05,2.9,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0093,Suspicious Email Event,29,29,0,61.95,65.15,3.2,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0035,Failed Login Event,37,30,7,60.6,64.8,4.2,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0095,Suspicious Email Event,30,31,-1,61.45,64.55,3.1,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0015,Unauthorized Access Event,31,32,-1,61.4,64.2,2.8,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0056,Failed Login Event,38,33,5,60.5,64.2,3.7,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0081,Unauthorized Access Event,32,34,-2,61.4,64.1,2.7,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0074,Unauthorized Access Event,33,35,-2,61.05,64.1,3.05,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0032,Suspicious DNS Event,34,36,-2,60.75,63.6,2.85,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0036,Successful Login Event,42,37,5,59.75,63.3,3.55,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0077,Command and Control Event,39,38,1,60.2,63.15,2.95,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0088,Malware Infection,44,39,5,59.2,63.0,3.8,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0022,Command and Control Event,40,40,0,59.95,62.7,2.75,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0063,Command and Control Event,41,41,0,59.95,62.55,2.6,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | data_sensitivity,True,business_continuity_focus
INC-0007,Failed Login Event,43,42,1,59.6,62.55,2.95,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0009,Unauthorized Access Event,35,43,-8,60.65,62.25,1.6,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0109,Suspicious DNS Event,36,44,-8,60.65,62.25,1.6,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,business_continuity_focus
INC-0013,Unauthorized Access Event,46,45,1,56.4,60.6,4.2,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0106,Failed Login Event,45,46,-1,56.85,60.3,3.45,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0108,Suspicious Email Event,47,47,0,55.35,59.25,3.9,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0085,Malware Infection,48,48,0,52.9,54.4,1.5,HIGH,HIGH,False,attack_confidence | business_impact | asset_importance,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0039,Suspicious DNS Event,49,49,0,48.75,50.2,1.45,MEDIUM,HIGH,True,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0103,Failed Login Event,50,50,0,47.15,49.3,2.15,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,business_impact | asset_importance | attack_confidence,False,business_continuity_focus
INC-0101,Malware Infection,51,51,0,46.9,47.7,0.8,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0070,Unauthorized Access Event,52,52,0,45.9,46.85,0.95,MEDIUM,MEDIUM,False,asset_importance | business_impact | attack_confidence,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0090,Unauthorized Access Event,53,53,0,45.9,46.35,0.45,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,business_impact | asset_importance | attack_confidence,False,business_continuity_focus
INC-0065,Malware Infection,55,54,1,44.05,45.8,1.75,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0094,Unauthorized Access Event,54,55,-1,44.2,44.25,0.05,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0091,Successful Login Event,57,56,1,42.6,44.25,1.65,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | business_impact | asset_importance,False,business_continuity_focus
INC-0072,Suspicious DNS Event,56,57,-1,43.65,43.95,0.3,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0053,Suspicious Email Event,58,58,0,42.4,43.2,0.8,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0105,Malware Infection,59,59,0,42.35,42.65,0.3,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0075,Port Scan Event,60,60,0,41.2,42.15,0.95,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0097,Suspicious Email Event,61,61,0,38.6,39.75,1.15,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,business_impact | asset_importance | attack_confidence,False,business_continuity_focus
INC-0062,Suspicious DNS Event,63,62,1,37.35,38.3,0.95,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0111,Malware Infection,62,63,-1,37.68,36.49,-1.19,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | severity | business_impact,False,business_continuity_focus
INC-0080,Port Scan Event,65,64,1,33.95,35.6,1.65,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,business_impact | attack_confidence | asset_importance,True,business_continuity_focus
INC-0100,Malware Infection,64,65,-1,34.81,35.52,0.71,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0020,Successful Login Event,67,66,1,32.31,34.02,1.71,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0041,Successful Login Event,74,67,7,30.31,32.37,2.06,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0018,Failed Login Event,66,68,-2,32.65,32.36,-0.29,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0005,Successful Login Event,71,69,2,31.28,32.05,0.77,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0038,Suspicious DNS Event,73,70,3,31.12,31.28,0.16,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0079,Malware Infection,69,71,-2,31.36,31.02,-0.34,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0068,Suspicious Email Event,79,72,7,29.86,31.02,1.16,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0016,Malware Infection,72,73,-1,31.15,30.91,-0.24,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0044,Successful Login Event,83,74,9,29.5,30.69,1.19,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0040,Malware Infection,70,75,-5,31.32,30.68,-0.64,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0086,Successful Login Event,81,76,5,29.68,30.45,0.77,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0030,Malware Infection,68,77,-9,31.8,30.2,-1.6,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | business_impact,True,business_continuity_focus
INC-0078,Failed Login Event,78,78,0,29.9,29.94,0.04,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0067,Command and Control Event,75,79,-4,30.15,29.86,-0.29,MEDIUM,MEDIUM,False,severity | attack_confidence | asset_importance,business_impact | attack_confidence | severity,True,business_continuity_focus
INC-0027,Malware Infection,82,80,2,29.65,29.64,-0.01,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0061,Malware Infection,80,81,-1,29.72,29.33,-0.39,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0083,Suspicious DNS Event,84,82,2,29.05,29.19,0.14,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0064,Command and Control Event,76,83,-7,30.02,28.88,-1.14,MEDIUM,MEDIUM,False,severity | attack_confidence | business_impact,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0104,Suspicious Email Event,87,84,3,28.32,28.88,0.56,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0025,Malware Infection,77,85,-8,29.95,28.85,-1.1,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | business_impact,True,business_continuity_focus
INC-0048,Failed Login Event,89,86,3,27.88,28.5,0.62,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0071,Malware Infection,91,87,4,27.77,28.43,0.66,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0046,Malware Infection,85,88,-3,28.85,28.1,-0.75,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | business_impact,True,business_continuity_focus
INC-0024,Command and Control Event,86,89,-3,28.34,28.01,-0.33,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0092,Unauthorized Access Event,88,90,-2,28.22,27.92,-0.3,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0084,Port Scan Event,93,91,2,26.77,27.83,1.06,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0043,Successful Login Event,96,92,4,26.6,27.57,0.97,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0019,Suspicious Email Event,95,93,2,26.67,27.38,0.71,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0076,Command and Control Event,90,94,-4,27.81,27.27,-0.54,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0055,Suspicious Email Event,94,95,-1,26.68,27.25,0.57,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0051,Suspicious Email Event,92,96,-4,27.12,26.78,-0.34,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0052,Port Scan Event,104,97,7,25.36,26.67,1.31,MEDIUM,MEDIUM,False,asset_importance | attack_confidence | business_impact,business_impact | asset_importance | attack_confidence,True,business_continuity_focus
INC-0023,Malware Infection,98,98,0,26.07,26.27,0.2,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0029,Port Scan Event,99,99,0,26.02,26.27,0.25,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0003,Port Scan Event,102,100,2,25.68,25.95,0.27,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0057,Malware Infection,103,101,2,25.51,25.47,-0.04,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0060,Unauthorized Access Event,100,102,-2,25.8,25.4,-0.4,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0006,Malware Infection,97,103,-6,26.25,25.26,-0.99,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | business_impact,True,business_continuity_focus
INC-0102,Command and Control Event,101,104,-3,25.7,25.1,-0.6,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0010,Suspicious Email Event,106,105,1,24.37,24.53,0.16,LOW,LOW,False,attack_confidence | business_impact | asset_importance,attack_confidence | business_impact | asset_importance,False,business_continuity_focus
INC-0089,Suspicious Email Event,105,106,-1,25.25,24.5,-0.75,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | business_impact,True,business_continuity_focus
INC-0049,Port Scan Event,108,107,1,22.48,23.4,0.92,LOW,LOW,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0034,Malware Infection,107,108,-1,23.9,23.15,-0.75,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | business_impact,True,business_continuity_focus
INC-0004,Port Scan Event,110,109,1,22.06,22.77,0.71,LOW,LOW,False,attack_confidence | asset_importance | business_impact,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0082,Suspicious Email Event,109,110,-1,22.4,22.41,0.01,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | asset_importance,True,business_continuity_focus
INC-0014,Port Scan Event,111,111,0,21.55,21.35,-0.2,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | business_impact | severity,True,business_continuity_focus
INC-0021,Multi-stage Attack,1,1,0,90.2,90.4,0.2,CRITICAL,CRITICAL,False,business_impact | asset_importance | severity,attack_confidence | business_impact | asset_importance,True,high_confidence_focus
INC-0001,Data Exfiltration,2,2,0,89.5,89.88,0.38,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,attack_confidence | data_sensitivity | severity,True,high_confidence_focus
INC-0028,Data Exfiltration,3,3,0,86.55,87.48,0.93,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,attack_confidence | severity | data_sensitivity,True,high_confidence_focus
